label,text
thankyou,thank you good bye
inform,chinese food
reqalts,is there anything else
thankyou,thank you goodbye
request,what kind of food does it serve
thankyou,thank you goodbye
null,sil
inform,moderately
request,address
inform,any
request,address
affirm,yes
reqalts,is there anything else
inform,british food
inform,that serves traditional food
request,what is the area
request,the phone numeber
inform,cheap indian food
request,the phone number
thankyou,thank you good bye
thankyou,thank you good bye
request,post code
null,noise
request,phone number
affirm,yes
inform,im looking for traditional food
affirm,yes it should be in the east part of town
null,there
inform,i need a restaurant in the north part of town that serves lebanese food
inform,danish
inform,moderately priced
thankyou,thank you good bye
thankyou,thank you goodbye
request,phone number
thankyou,thank you good bye
inform,portuguese food
inform,it doesnt matter
reqalts,how about moroccan food
inform,im looking for a moderately priced
thankyou,thank you bye thank you bye
thankyou,thank you good bye
request,the price range
negate,no
request,and price range
thankyou,thank you good bye
inform,an expensive restaurant serving cantonese food
request,can i have the phone number
inform,moderately priced in south part
request,uh can i have the phone number
thankyou,thank you good bye
inform,italian
null,okay
inform,i dont care
inform,cheap
null,sil
thankyou,thank you goodbye
inform,im looking for a restaurant in the east part of town that serves chinese food
inform,looking for a restaurant in the south part of town with german food
null,so
reqalts,how about lebanese food
affirm,yes
request,phone number
affirm,right
affirm,yes
reqalts,how about indian food
inform,i dont care
request,address
inform,east
inform,south
inform,cheap
inform,im looking for a moderately priced restaurant in the west part of town
request,what is the address
inform,chinese food im looking for sea food
inform,north
bye,good bye
affirm,yes
request,and the phone number
inform,dont care
thankyou,thank you good bye
inform,i dont care
inform,any
request,can i have their address
affirm,yes
request,price range
request,price range
request,whats the address
request,and the postal code
thankyou,thank you good bye
reqalts,how about asian oriental
affirm,yes
inform,lebanese
null,cough
request,the address and post code please
inform,it doesnt matter
request,can i get the address and phone number
inform,seafood
request,area
affirm,yes
affirm,yes
request,whats the phone number
inform,steak house
affirm,yes
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,how about british food
inform,cheap
thankyou,thank you good bye
thankyou,thank you good bye
inform,indian
request,phone number and post code
request,what is the address
request,phone number
inform,in the centre of town
reqalts,okay fine what about asian food
thankyou,thank you good bye
inform,indian food
inform,i want a moderately priced restaurant in the east
inform,expensive restaurant east part of town
inform,east
reqalts,anything else
request,address and phone number
inform,catalan
thankyou,thank you good bye
thankyou,thank you good bye
inform,west
negate,no
thankyou,thank you goodbye
null,sil
request,what is the address and phone number
thankyou,thank you good bye
request,what is the address
null,sil
inform,im looking for an expensive restaurant that serves portuguese food
request,phone number
request,phone
negate,no
inform,how bout italian foo
request,whats the phone number
thankyou,thank you good bye
request,post code
inform,im looking for an expensive restaurant that serves danish food
null,sil
thankyou,thank you good bye
reqalts,anything else
inform,im looking for something in the center of town
null,sil
null,noise
thankyou,thank you good bye
request,can i have the address
request,how about the phone number
null,unintelligible
inform,moderate
repeat,can you repeat that
request,and the post code
inform,south of town
request,what is their phone number
inform,any price range
reqalts,how about vietnamese
thankyou,thank you good bye
thankyou,okay thank you good bye
inform,chinese
request,whats the address
thankyou,thank you good bye
reqalts,is there anything else
request,address
inform,im looking for swedish food
inform,im looking for a cheap restaurant in the south part of town
inform,thai food
null,noise
thankyou,thank you goodbye
inform,any
thankyou,thank you good bye
inform,irish
null,unintelligible
affirm,yea
reqalts,how about the south part of town
request,what is the phone number
request,what is the phone number
request,what is their phone number
inform,i dont care
inform,i dont care
thankyou,thank you good bye
inform,spanish
request,okay whats the address phone number and area
request,what is the phone number
request,price range
thankyou,thank you good bye
request,address
request,phone number
inform,im looking for a restaurant in the center of town that serves russian food
